Country code,Year,"Industry (including construction), value added (% of GDP)","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",Literacy rate total (% of people aged 15 and above),Age dependency ratio,Trade (% of GDP),Terms of trade adjustment (constant LCU),Access to electricity,"Services, value added (% of GDP)","Unemployment, total (% of total labor force)",R&D expenditure (% of GDP)
SYC,1985,18.3583699892107,,,74.281440324821,75.0608349240601,-940230206.701148,,63.3994522367001,,
SYC,1986,17.8992872999182,,,73.5566247224278,59.6344588542275,-1860253005.70877,,60.7046228141917,,
SYC,1987,15.6959948706836,,84.2292175292969,72.7181038830055,54.2999897915141,-1922916657.79189,,62.9485832591576,,
SYC,1988,16.4723934269849,,,71.369108446948,67.2743804020795,-2130770155.05127,,58.1802056280874,,
SYC,1989,15.8163858221964,,,69.5643646882891,65.2920104590354,-2936901764.89973,,59.7850087158629,,
SYC,1990,16.2574348025011,,,67.5675024108004,65.8473895582329,-2552102906.15269,,55.2335925982411,,
SYC,1991,18.0849452047876,,,65.9809604599651,59.022019089945,-2900594517.38529,,55.0830766122923,,
SYC,1992,18.1523500810373,,,64.902591349739,55.2191608139744,-2684774092.7089,,53.8267603097425,,
SYC,1993,18.7897051637074,,,63.5867596449919,61.0799804528425,-2816630681.29469,,50.8633327903567,,
SYC,1994,19.5088232902334,,87.811149597168,62.267657992565,52.7787671789867,-2592578625.07229,90.0,60.1325526551191,,
SYC,1995,22.6684847733565,,,61.053959834891,56.3079624808892,-2541601894.03266,92.1736526489258,60.6834428329408,,
SYC,1996,23.7500999920006,,,59.7867224255097,103.003719702424,-2213369089.18558,92.552490234375,60.1031917446604,,
SYC,1997,24.3497314108001,,,57.8756074651856,80.5896593158044,-2976703870.25688,92.0,60.7895108849307,,
SYC,1998,25.836378971043,,,56.081241586824,83.0657857745291,-2432962123.6035,93.2992935180664,60.6409895979758,,
SYC,1999,27.1309677613196,,,54.926592424184,92.9052969984677,-2599723858.25429,93.6658096313477,60.195895802662,,
SYC,2000,29.018301881422,,,53.7930773021951,157.377670566134,-541949952.136511,94.0893402099609,50.4977058605869,,
SYC,2001,28.0858185409751,,,52.7415683840265,187.391445581497,203599434.93643,94.4017639160156,51.6850256522813,,0.425249993801117
SYC,2002,30.2663248221013,,91.8364562988281,51.7270750271838,163.250763917957,-96387382.8317213,96.0999984741211,48.8839472582671,,0.407070010900497
SYC,2003,27.4027234801774,,,50.68625309451,175.401180699499,-176578169.127232,95.0061950683594,46.4394012541652,,0.411830008029938
SYC,2004,14.7927447581154,,,49.5548261918146,155.573254589062,-348179345.860126,95.3029098510742,62.487334984367,,0.346579998731613
SYC,2005,16.3959063734831,,,48.5975609756098,178.308439734311,-1031336974.18228,95.5990905761719,63.2130045177039,,0.302089989185333
SYC,2006,16.2376780505553,,,47.6697503927387,184.897604036644,-4844.9623336792,99.0,65.89414974398,,
SYC,2007,16.0818524400809,,,46.8313993645531,182.438628356916,-251827805.873566,96.1997146606445,67.9530176147849,,
SYC,2008,15.6305346015087,,,46.134713632697,213.519266426151,77280076.0307198,96.509521484375,67.6159035749426,,
SYC,2009,14.0283239399983,,,45.3367961908567,225.023106737189,-159845452.682131,96.8292617797852,70.3374490592214,,
SYC,2010,14.018381888082,,93.954231262207,44.4834301717339,201.880604015378,364945507.887157,97.0,68.4861512174284,,
SYC,2011,13.7073969384662,,,43.6898149669701,207.157063504092,742876276.565588,98.1479644775391,63.8912155198545,,
SYC,2012,14.241463751392,,,43.2745976116303,216.483181811291,833936351.875366,98.3913650512695,67.5393669039159,,
SYC,2013,12.6221662757924,,,43.1898500429813,182.810905549125,1498703293.23166,98.0,69.7295792582309,,
SYC,2014,15.7698939929329,,,43.1645093553139,213.157879858657,391831734.672852,100.0,66.0108946996466,,
SYC,2015,15.7034876011139,,,43.2213653854999,189.646996419573,921783807.781105,100.0,66.8404625381249,,
SYC,2016,15.5366904300073,,,43.4369602763385,190.367534070585,36338579.7768898,100.0,67.1611864876439,,0.221750006079674
SYC,2017,14.5474273420292,,,43.7465316835396,210.234284410377,663183021.70879,100.0,66.3789567800912,,
SYC,2018,14.9879848349727,,95.8677062988281,44.0425151839943,202.504953235308,344769040.906494,100.0,66.3664172842652,,
SYC,2019,11.0550234367744,,,44.3494847037601,217.786836522933,606134933.768948,100.0,73.1853911432466,,
SYC,2020,11.5538478476984,,96.1999969482422,44.6687530303698,135.952003266843,1021367776.01093,100.0,69.3127724317539,,
SYC,2021,13.0027599942799,,,45.0207468879668,152.739221761328,983044930.672678,,67.1935176430407,,
GMB,1960,,,,77.3392675686349,,,,,,
GMB,1961,,,,76.8034293239911,,,,,,
GMB,1962,,,,76.5023028762967,,,,,,
GMB,1963,,,,76.6690403043682,,,,,,
GMB,1964,,,,77.413534073656,,,,,,
GMB,1965,,,,78.309489209919,,,,,,
GMB,1966,8.29639012032932,,,79.0364143532135,79.7479417352755,,,59.4680177327422,,
GMB,1967,8.34305717619603,,,79.6552298776085,87.7113185530922,,,59.3932322053676,,
GMB,1968,8.33819241982507,,,80.187569038835,90.9837900874636,,,59.4169096209913,,
GMB,1969,8.34218916046759,,,80.6753073175879,91.4845908607864,,,59.4580233793836,,
GMB,1970,8.21477742083525,,,81.1243645432248,78.7004130335016,,,61.54199173933,,
GMB,1971,8.20960698689956,,,81.5343363026651,69.5485589519651,,,61.4410480349345,,
GMB,1972,8.27702702702703,,,81.9345227469678,74.5288006756757,,,59.4594594594595,,
GMB,1973,8.2421875,,,82.3359097740562,77.48375,,,59.53125,,
GMB,1974,8.29774252593045,,,83.2498051694025,82.6885295912141,,,59.4874923733984,,
GMB,1975,8.90756302521008,,,84.6445140688076,88.3231692677071,,,59.0396158463385,,
GMB,1976,9.61152999137766,,,86.0076417221545,87.411739122251,,,57.749316079569,,
GMB,1977,9.55313135855634,,,87.3551227558935,84.2526182685557,,,59.4505102003758,,
GMB,1978,10.64453125,,,88.6822870376341,93.5691964285714,,,61.4118303571429,,
GMB,1979,11.6461969733695,,,89.984449345588,98.2147696788769,,,61.6608729713118,,
GMB,1980,13.0151875187244,,,91.2760860306644,106.334684582956,,,59.9662472803681,,
GMB,1981,12.4832045201374,,,92.6050668554227,110.718123040527,,,56.8887306636655,,
GMB,1982,9.55221056347126,,,93.8974221782518,103.972547047922,,,54.9984746787576,,
GMB,1983,10.9197423793071,,,95.1554742233648,112.970541020856,,,56.7915559674084,,
GMB,1984,16.6456891126495,,,95.8865622157465,115.914128382631,,,55.3492762743864,,
GMB,1985,13.6469651288469,,,96.0733020272592,97.7814665225553,,,59.97497013482,,
GMB,1986,11.3176726820162,,,96.2813886171897,102.722471997511,,,59.8708774113255,,
GMB,1987,10.8373910814967,,,96.4992651859792,108.704991030241,,,58.601364684777,,
GMB,1988,9.48880628301518,,,96.6917025418681,108.818999972051,,,63.1068503870986,,
GMB,1989,10.3520288514595,,,96.8435581493339,120.337404203123,,,63.7319303027438,,
GMB,1990,11.0094868914657,,,96.9798556085151,131.485415341849,,,64.6479591981731,,
GMB,1991,15.3600082540112,,,97.1215927841522,64.1029468943288,,,66.4811206080897,7.93100023269653,
GMB,1992,15.1700344847053,,,97.2673320697326,67.4430836477238,,,67.5042769272188,7.98899984359741,
GMB,1993,15.2001134942257,,,97.4288649828816,64.6299221312549,,17.7,67.5934548020697,8.05799961090088,
GMB,1994,14.6255331929646,,,97.6292008509048,49.9160789438545,,18.2500495910645,66.1437393569544,8.16899967193604,
GMB,1995,14.8739294389833,,,97.8325545245763,59.2767980339628,,19.921443939209,63.7673323610322,8.2189998626709,
GMB,1996,20.7036645851415,,,97.9583087640122,50.9543943800384,,21.5901184082031,61.3504492458957,8.26000022888184,
GMB,1997,15.5743459685956,,,97.9924170673113,48.3174980980993,,23.255392074585,63.8453122917923,8.27700042724609,
GMB,1998,16.0687098180446,,,97.9739691752526,53.8709622701508,,24.9165878295898,64.7277511871788,8.36900043487549,
GMB,1999,15.5942068592991,,,97.8448862090851,52.4132975230667,,26.572940826416,60.3935479261509,8.38500022888184,
GMB,2000,14.8226733584981,,36.8177299499512,97.5572281995501,56.3598198850954,,34.2999992370605,60.6450421705442,8.47000026702881,
GMB,2001,14.7668246416842,,,97.1576075875313,46.9292631865623,,29.8700199127197,59.8075429808194,8.53499984741211,
GMB,2002,15.8069767662158,,,96.666843236078,59.642950918834,,31.5175647735596,60.0680910899644,8.77700042724609,
GMB,2003,14.849025053224,,,96.2582966923498,68.8587930342232,,27.7999992370605,58.4026844564374,8.66100025177002,
GMB,2004,11.4516644496493,,,96.0008996304221,49.9342995615683,1163893.80531025,34.7993011474609,51.0583066586641,8.73099994659424,
GMB,2005,11.4940795967501,2.0,,95.765100932272,50.0187233950976,436680.235188484,30.4562683105469,50.7407068402588,8.98600006103516,
GMB,2006,12.1238923802598,2.0,,95.5315407546381,50.374468581975,469354.838709831,38.0789451599121,55.604171967315,9.0290002822876,
GMB,2007,11.8795399698303,2.0,,95.2919891780041,44.2938444656791,-319416.198109627,39.7242279052734,57.3573555365326,9.03800010681152,
GMB,2008,11.16205074884,2.0,,95.0399605750895,39.0890994561344,-529597.936936378,41.3767395019531,52.9886067537314,9.05599975585938,0.0126099996268749
GMB,2009,10.211007546291,2.0,,94.8204716470303,41.7773944257977,262278.783058167,43.039192199707,51.1004157150967,9.13099956512451,0.0108599998056889
GMB,2010,9.82816623642272,2.0,,94.6381171118492,41.0125150279466,-668715.427165985,46.6552772521973,49.2005371228435,9.23099994659424,
GMB,2011,11.5126603208193,2.5,,94.4347734705455,42.6397020468894,-631549.45362854,48.2470855712891,54.9002009575039,9.60700035095215,0.0847999975085258
GMB,2012,11.9583688371148,2.0,,94.1294375841834,47.7006731141985,-148042.704626083,49.8279304504395,54.4512163689269,9.42000007629395,
GMB,2013,11.8946963108623,2.0,41.9500503540039,93.6281035942325,45.4619193623296,0.0,51.5,55.1262970634853,8.59200000762939,
GMB,2014,13.214834279827,2.0,,92.9297914720347,58.2579307752264,-709273210.305792,52.9337272644043,56.4387318873601,7.78599977493286,
GMB,2015,17.1434530643603,2.0,50.7779693603516,92.1352013036794,52.937505147568,97911682.2906322,54.5619888305664,51.8897873643178,6.81400012969971,
GMB,2016,20.9355929614924,2.0,,91.253867860913,46.0214036884486,502721443.132797,56.3274078369141,48.7980343537923,5.95900011062622,
GMB,2017,17.8927550195818,2.0,,90.2761230107836,53.3190552786319,-4432456.73208237,56.2000007629395,53.4253570663483,5.03800010681152,
GMB,2018,17.3104257988738,2.5,,89.155193823039,63.1091120519767,-948806083.121374,60.2999992370605,54.9037669522881,4.13000011444092,0.0693299993872643
GMB,2019,17.2826008332323,2.5,,87.8896514330905,53.2696525651825,833908833.707882,62.0999984741211,54.7742280253178,4.17999982833862,
GMB,2020,16.8536853891411,2.5,,86.4990153358364,47.5003650253904,515777212.038922,62.2730674743652,53.9537064155422,5.09600019454956,
GMB,2021,17.1547447418547,2.5,58.060001373291,84.97532182526,42.0927956762814,-804423080.009629,,53.3493382831475,4.98099994659424,
GNQ,1960,,,,78.3993167001421,,,,,,
GNQ,1961,,,,79.0868847390958,,,,,,
GNQ,1962,,,,79.7005530443342,,,,,,
GNQ,1963,,,,80.2301441744358,,,,,,
GNQ,1964,,,,80.2553573880159,,,,,,
GNQ,1965,,,,79.8260318311765,,,,,,
GNQ,1966,,,,79.4103296441747,,,,,,
GNQ,1967,,,,79.07065873827,,,,,,
GNQ,1968,,,,78.9043085546995,,,,,,
GNQ,1969,,,,79.1587298911608,,,,,,
GNQ,1970,,,,79.7347260499246,,,,,,
GNQ,1971,,,,80.3128215206409,,,,,,
GNQ,1972,,,,80.8245298214032,,,,,,
GNQ,1973,,,,81.3198846560975,,,,,,
GNQ,1974,,,,81.8658654899383,,,,,,
GNQ,1975,,,,82.516527274836,,,,,,
GNQ,1976,,,,83.3314513075651,,,,,,
GNQ,1977,,,,84.1029815813575,,,,,,
GNQ,1978,,,,84.7250259152163,,,,,,
GNQ,1979,,,,85.3110899140165,,,,,,
GNQ,1980,,,,85.8337225288279,,,,,,
GNQ,1981,,,,86.3203995582773,,,,,,
GNQ,1982,,,,86.7903096991747,,,,,,
GNQ,1983,,,,85.0551467557661,,,,,,
GNQ,1984,,,,82.0408121755137,,,,,,
GNQ,1985,,,,80.3677150565825,,,,,,
GNQ,1986,,,,79.8263640560922,,,,,,
GNQ,1987,,,,80.0959597056078,,,,,,
GNQ,1988,,,,80.7948323747366,,,,,,
GNQ,1989,,,,81.6495179453942,,,,,,
GNQ,1990,,,,82.5489065863615,,,,,,
GNQ,1991,,,,83.4331860221422,,,,,7.41900014877319,
GNQ,1992,,,,84.2604537652667,,,,,7.57200002670288,
GNQ,1993,,,,84.9938481889495,,,,,7.67799997329712,
GNQ,1994,,,,85.555040118207,,,,,7.75400018692017,
GNQ,1995,,,,85.879509924818,,,,,7.80399990081787,
GNQ,1996,,,,85.9909905595622,,,,,7.90199995040894,
GNQ,1997,,,,85.9190647095485,,,,,7.98299980163574,
GNQ,1998,,,,85.69158049002,,,,,7.99100017547607,
GNQ,1999,,,,85.1782013914607,,,,,8.00800037384033,
GNQ,2000,,,88.3082962036133,84.7474404203213,,,65.5595626831055,,7.99900007247925,
GNQ,2001,,,,84.1632933139766,,,65.5711898803711,,8.10499954223633,
GNQ,2002,,,,82.8452136468226,,,65.5752334594727,,8.17899990081787,
GNQ,2003,,,,81.0347910610632,,,65.5740432739258,,8.20800018310547,
GNQ,2004,,,,79.0135090638106,,,65.5699691772461,,8.12899971008301,
GNQ,2005,,,,77.0818315858454,131.02447181321,-1084747590320.41,65.5653533935547,,8.10499954223633,
GNQ,2006,82.9149022419933,,,75.4895443065944,118.532782368937,0.0,65.562614440918,15.6913934502382,8.03699970245361,
GNQ,2007,81.3016985801085,,,74.351840792363,134.083789857569,-134721171260.463,65.5643920898438,17.4690950886762,7.98600006103516,
GNQ,2008,84.3491943279293,,,73.6582964916476,128.688006601458,1107332417922.37,65.5734100341797,15.4146710346223,7.94199991226196,
GNQ,2009,75.3247324271881,,,73.3310193412098,122.212077110801,-1318739413112.08,65.5923614501953,23.6771022893581,8.05700016021729,
GNQ,2010,74.7445614275894,,94.3705368041992,73.262035471636,144.668225001248,-343731673824.818,66.1572647094727,24.7325512094271,8.39799976348877,
GNQ,2011,78.0648736926197,,,72.8916991175573,114.377346635354,600581520488.863,66.0999984741211,22.1315186514592,8.29899978637695,
GNQ,2012,77.3115042713314,,,72.2505465644008,116.675422472364,592903876480.438,65.7359466552734,22.9343465047188,8.19099998474121,
GNQ,2013,72.4492577432395,,,71.8247856577513,106.893284926066,304885584076.233,65.8208084106445,27.1661850938714,8.08399963378906,
GNQ,2014,70.1909452181904,,,71.632665231075,104.379198671388,-41345801518.6104,65.923469543457,29.01926071002,8.09700012207031,
GNQ,2015,59.1005872679086,,,71.6801154243719,98.8780591680756,-1415319213033.32,66.0409774780273,39.1222153520914,8.20499992370605,
GNQ,2016,52.3302543282798,,,71.9468620825708,92.6007307237942,-1723896469237.06,66.1703567504883,45.1807218132753,8.22700023651123,
GNQ,2017,56.8622280929059,,,72.3007761697478,102.428258251803,-1117303913791.9,66.3086395263672,40.8999564262649,8.26299953460693,
GNQ,2018,57.2950816179221,,,72.5406973805728,103.645681622953,-689071834286.1,66.4528579711914,40.4782944837917,8.19999980926514,
GNQ,2019,52.0754100364789,,,72.5098499650655,94.8787924253545,-913062821357.839,66.6000442504883,45.2983496969454,8.27700042724609,
GNQ,2020,45.4313776860657,,,72.4803885228416,89.4273700743499,-1431971199945.03,66.7477264404297,51.506529000777,9.29500007629395,
GNQ,2021,51.3209543847478,,,72.1597025458452,102.06729960147,-835421172014.214,,46.2608952218297,9.14700031280518,
SSD,1960,,,,80.1888195524599,,,,,,
SSD,1961,,,,79.9364934473783,,,,,,
SSD,1962,,,,79.7978778313958,,,,,,
SSD,1963,,,,79.9069842404118,,,,,,
SSD,1964,,,,80.3546247133695,,,,,,
SSD,1965,,,,81.1569974563505,,,,,,
SSD,1966,,,,82.1055207260195,,,,,,
SSD,1967,,,,82.9765375742962,,,,,,
SSD,1968,,,,83.7631925433855,,,,,,
SSD,1969,,,,84.4639615909113,,,,,,
SSD,1970,,,,85.0880112346049,,,,,,
SSD,1971,,,,85.6558194648417,,,,,,
SSD,1972,,,,86.1706043331616,,,,,,
SSD,1973,,,,86.6266980304559,,,,,,
SSD,1974,,,,87.0381449583654,,,,,,
SSD,1975,,,,87.4270485630495,,,,,,
SSD,1976,,,,87.8097274437944,,,,,,
SSD,1977,,,,88.19834844708,,,,,,
SSD,1978,,,,88.5846632324867,,,,,,
SSD,1979,,,,88.9425374061068,,,,,,
SSD,1980,,,,89.2881800436102,,,,,,
SSD,1981,,,,89.6230472941881,,,,,,
SSD,1982,,,,89.8970618457888,,,,,,
SSD,1983,,,,90.3351643102386,,,,,,
SSD,1984,,,,91.1122570273521,,,,,,
SSD,1985,,,,92.1101780140269,,,,,,
SSD,1986,,,,93.1629614489025,,,,,,
SSD,1987,,,,94.3908090173191,,,,,,
SSD,1988,,,,92.4449759407758,,,,,,
SSD,1989,,,,90.5058459625499,,,,,,
SSD,1990,,,,91.8055773122122,,,,,,
SSD,1991,,,,92.865209500638,,,,,12.0570001602173,
SSD,1992,,,,94.1171218481225,,,,,12.0860004425049,
SSD,1993,,,,95.587695936647,,,,,12.1239995956421,
SSD,1994,,,,96.7737887168311,,,,,12.1639995574951,
SSD,1995,,,,97.8570261078152,,,,,12.1180000305176,
SSD,1996,,,,99.2176294362526,,,,,12.1230001449585,
SSD,1997,,,,100.275183500456,,,,,12.081000328064,
SSD,1998,,,,99.812298086345,,,,,12.1450004577637,
SSD,1999,,,,98.7999238802065,,,,,12.1579999923706,
SSD,2000,,,,98.3158313989147,,,,,12.1260004043579,
SSD,2001,,,,98.0850797553006,,,,,12.1269998550415,
SSD,2002,,,,98.4377490265982,,,,,12.1350002288818,
SSD,2003,,,,98.6735994203763,,,,,12.1350002288818,
SSD,2004,,,,97.5075099960078,,,,,12.1470003128052,
SSD,2005,,,,95.2171050821411,,,,,12.1400003433228,
SSD,2006,,,,92.6354137052884,,,0.643131792545319,,12.1280002593994,
SSD,2007,,,,89.9825969754261,,,1.03156232833862,,12.1330003738403,
SSD,2008,59.1868406244764,,26.8312797546387,87.6299195269216,97.2662973183488,7696877033.85183,1.42722380161285,36.6177162232871,12.1499996185303,
SSD,2009,59.2778277419938,,,85.8099393882778,94.8357640879963,-46.0784969329834,3.0,35.5021306484434,12.2110004425049,
SSD,2010,61.1436996609911,,,83.4954353843047,90.9434483661131,6046619516.88116,1.5,33.5625068562538,12.1379995346069,
SSD,2011,61.2256432446357,,,81.351081090077,93.226859754919,9546197176.05297,2.68468475341797,34.0974199385455,12.2030000686646,
SSD,2012,51.1502922242999,2.0,,80.4846856385561,71.6198113947489,8948087924.38542,3.13636112213135,42.6735756014185,12.3420000076294,
SSD,2013,22.2248278451082,2.0,,80.3325247132484,50.8112465907463,-846347968.011439,3.60786819458008,68.1393629925541,12.03600025177,
SSD,2014,46.6994007328919,2.0,,82.6274890976773,64.6345178070809,7693111842.56262,4.09718370437622,45.7040840248141,12.1389999389648,
SSD,2015,33.0945353993221,1.5,,85.4268247837849,65.5513491845003,4075324533.67883,4.60133981704712,56.5504512594544,12.289999961853,
SSD,2016,,1.5,,88.736449939607,,,5.1173677444458,,12.326000213623,
SSD,2017,,1.5,,94.6975365383519,,,4.19999980926514,,12.2600002288818,
SSD,2018,,1.5,34.5227584838867,98.1400393217897,,,6.17316961288452,,12.2290000915527,
SSD,2019,,1.5,,96.5433747734308,,,6.70700693130493,,12.1990003585815,
SSD,2020,,1.5,,93.4165727809632,,,7.24133825302124,,13.7449998855591,
SSD,2021,,1.5,,90.6960656710317,,,,,13.4849996566772,
CAF,1960,,,,79.2089200801023,57.4545367418192,,,,,
CAF,1961,,,,79.9085922256057,62.2516545984825,,,,,
CAF,1962,,,,80.6645964986858,62.2950725665156,,,,,
CAF,1963,,,,81.5134105489915,63.7223974454916,,,,,
CAF,1964,,,,82.1357300479041,69.2528596784602,,,,,
CAF,1965,,,,82.4550515345922,64.7696449864499,,,,,
CAF,1966,,,,82.7795491603002,70.8762886597938,,,,,
CAF,1967,,,,83.160451948461,73.2009677419355,,,,,
CAF,1968,,,,83.6033269258655,73.9435231051187,,,,,
CAF,1969,,,,84.1041683742703,64.933122360612,,,,,
CAF,1970,,,,84.7032703913659,73.5008478028886,,,,,
CAF,1971,,,,85.4645871546738,67.2226952791009,,,,,
CAF,1972,,,,86.3309396089289,58.7478877440636,,,,,
CAF,1973,,,,87.1794434665496,65.1049252125144,,,,,
CAF,1974,,,,87.9448814866354,71.0729370672464,,,,,
CAF,1975,,,18.2361698150635,88.6090218112991,61.0503166351623,,,,,
CAF,1976,,,,89.003032724071,51.5134770679399,,,,,
CAF,1977,,,,89.1823319202833,59.5293038235671,,,,,
CAF,1978,,,,89.3680626478715,57.3060779001441,,,,,
CAF,1979,,,,89.5682799958443,57.5655068303631,,,,,
CAF,1980,,,,89.7692701753063,66.3023280832322,,,,,
CAF,1981,,,,89.9572850771693,58.4431938924067,,,,,
CAF,1982,,,,90.1165599221547,56.4022587335688,,,,,
CAF,1983,,,,90.2335092257759,60.7652604197473,,,,,
CAF,1984,,,,90.3620256296524,58.8956716431012,,,,,
CAF,1985,,,,90.5816785767339,53.6444942027307,,,,,
CAF,1986,,,,90.9006340370226,46.8090580912756,,,,,
CAF,1987,,,,91.3383321141185,46.3944345628938,,,,,
CAF,1988,,,33.6244201660156,91.8620015422694,42.7986346311062,,,,,
CAF,1989,,,,92.3757588083919,46.7670475619484,,,,,
CAF,1990,,,,92.9223200225802,42.9429835183745,,,,,
CAF,1991,,,,93.4312620266674,43.7093216871222,,,,5.36299991607666,
CAF,1992,,,,93.7212904362105,43.2290760804125,,,,5.43699979782104,
CAF,1993,,,,93.7865763501217,39.9886220219109,,,,5.46600008010864,
CAF,1994,,,,93.6668803100766,48.4180322318527,,,,5.46999979019165,
CAF,1995,,,,93.5874674986692,50.4758911171183,,3.0,,5.44199991226196,
CAF,1996,,,,93.4736292332081,47.0844050293092,,3.33491563796997,,5.45800018310547,
CAF,1997,,,,93.1636763335858,55.8185083614851,,3.83021020889282,,5.46099996566772,
CAF,1998,,,,92.767945255989,51.0495318767161,,4.32142543792725,,5.40500020980835,
CAF,1999,,,,92.3020470391295,43.212343897896,,4.80779838562012,,5.36499977111816,
CAF,2000,,,50.6451683044434,91.7731557271465,45.6597819937269,,6.0,,5.29699993133545,
CAF,2001,,,,91.4058929597322,39.7304997372329,,5.7360520362854,,5.33300018310547,
CAF,2002,,,,90.9820788251825,36.1085647794782,,6.17705392837524,,5.36700010299683,
CAF,2003,,,,90.6651811840553,36.2312260023474,,6.61282014846802,,5.38700008392334,
CAF,2004,,,,90.6485725695786,33.2439549188203,,7.04570055007935,,5.34000015258789,
CAF,2005,,2.5,,90.5489602018115,35.0709368656226,,7.4780445098877,,5.33300018310547,
CAF,2006,,2.5,,90.815181675064,36.3958702287378,,7.80516910552979,,5.29199981689453,
CAF,2007,,2.5,,91.3226877014093,37.5808990187896,,8.35099792480469,,5.25799989700317,
CAF,2008,,2.5,,91.6485159919707,34.4375218095517,,7.48000001907349,,5.20599985122681,
CAF,2009,24.5736807244034,2.5,,91.9547504652165,31.4942464896799,-24344597060.6537,9.25287532806396,29.3114300877529,5.27199983596802,
CAF,2010,24.5099241422375,2.5,36.7526092529297,92.4333502776822,34.4304819543042,-49171264524.6151,9.80000019073486,29.3293728575983,5.51800012588501,
CAF,2011,26.6383554299084,2.5,,93.6778699458056,34.4756183327299,-99562005508.3502,10.2466478347778,28.5700359301451,5.45699977874756,
CAF,2012,27.5230753744847,2.5,,95.8435255975245,33.0594485943314,-124143198142.606,10.8688611984253,30.0733246408091,5.44000005722046,
CAF,2013,24.1913069915363,2.5,,98.2749302775891,38.3992875721315,-95722822252.6518,11.4691410064697,39.6357425253126,5.4520001411438,
CAF,2014,19.4825017262056,2.5,,101.532344192215,53.0950920179825,-108735608045.643,12.0573968887329,41.7930947499834,5.5770001411438,
CAF,2015,22.1252513485047,2.5,,103.775742933035,53.1451477769621,-115991678479.998,12.727029800415,42.1323928377645,5.73699998855591,
CAF,2016,21.6382374370791,2.5,,103.825454569636,50.53064402191,-105874952529.286,13.5338163375854,41.681029221944,5.74599981307983,
CAF,2017,20.7372245546503,2.5,,103.864320589079,57.1435457117119,-131958251890.376,14.2995414733887,41.8795769053056,5.76200008392334,
CAF,2018,20.5557559569889,2.5,37.3958206176758,103.896002545308,49.6602000024318,-10.4997253417969,14.8423757553101,41.9693021031342,5.69999980926514,
CAF,2019,20.5119712239464,2.5,,103.540978584789,50.0658000014868,-39382508.4311066,14.3000001907349,41.1485376981989,5.75500011444092,
CAF,2020,20.4481887620838,2.5,37.4900016784668,102.787587763261,49.5210200011921,-37340317.0118256,15.4650840759277,39.9930915631362,6.38000011444092,
CAF,2021,20.160720975629,2.5,,102.768340043785,44.6855300013551,-53556174.2401581,,39.658446873213,6.45800018310547,
GHA,1960,,,,92.1038924364292,63.6363636363636,,,,,
GHA,1961,,,,93.9971122959921,62.5806451612903,,,,,
GHA,1962,,,,96.0261135112302,52.6849037487335,,,,,
GHA,1963,,,,97.7436532126866,48.6363636363636,,,,,
GHA,1964,,,,99.0060111826021,43.7702265372168,,,,,
GHA,1965,18.6221009549795,,,100.027214673948,43.8608458390177,,,,,
GHA,1966,18.3794466403162,,,100.890544065787,34.2555994729908,,,,,
GHA,1967,20.4787234042553,,,101.501262067633,37.3670212765958,,,,,
GHA,1968,20.3529411764706,,,101.917195296551,41.1764705882353,,,,,
GHA,1969,19.1404297851074,,,102.152882636437,40.07996001999,,,,,
GHA,1970,18.2381584772023,,,102.159565144194,44.0460380699424,,,,,
